station_appa,date,hour,CO,NO2,O3,PM10,PM2.5,SO2,geometry_appa,AQI,EAQI,station_weather,elevation,temperature,precipitation,winds_spd,winds_dir,geometry_weather,power_area_50,power_area_1000,power_area_2500,week_day
Borgo Valsugana,2013-11-01,1,,21.0,2.0,19.0,12.0,,POINT (11.45389 46.05184),24.0,fair,T0392,410,11.35,0.0,,,POINT (11.47747769 46.05804607),17.760272860116686,42.94677168156467,54.704690034932085,friday
Borgo Valsugana,2013-11-01,2,,18.0,2.0,18.0,11.0,,POINT (11.45389 46.05184),22.0,fair,T0392,410,11.525,0.0,,,POINT (11.47747769 46.05804607),16.362438593591662,39.76241630632567,52.67922881884939,friday
Borgo Valsugana,2013-11-01,3,,19.0,2.0,19.0,12.0,,POINT (11.45389 46.05184),24.0,fair,T0392,410,11.425,0.0,,,POINT (11.47747769 46.05804607),17.861263755901696,41.28391537999835,50.2942138410668,friday
Borgo Valsugana,2013-11-01,4,,17.0,2.0,20.0,11.0,,POINT (11.45389 46.05184),22.0,fair,T0392,410,11.075,0.0,,,POINT (11.47747769 46.05804607),14.669912582500647,36.11927920324242,45.10585915601482,friday
Borgo Valsugana,2013-11-01,5,,18.0,2.0,21.0,13.0,,POINT (11.45389 46.05184),26.0,fair,T0392,410,10.95,0.0,,,POINT (11.47747769 46.05804607),16.969367003852984,39.62613522722433,48.95122160213089,friday
Borgo Valsugana,2013-11-01,6,,16.0,2.0,19.0,13.0,,POINT (11.45389 46.05184),26.0,fair,T0392,410,11.0,0.0,,,POINT (11.47747769 46.05804607),15.329278048961118,38.42991253292493,49.25719246253576,friday
Borgo Valsugana,2013-11-01,7,,16.0,2.0,24.0,16.0,,POINT (11.45389 46.05184),32.0,fair,T0392,410,10.925,0.0,,,POINT (11.47747769 46.05804607),17.519438433207007,43.56816087893525,58.529167022515054,friday
Borgo Valsugana,2013-11-01,8,,15.0,2.0,19.0,11.0,,POINT (11.45389 46.05184),22.0,fair,T0392,410,10.95,0.0,,,POINT (11.47747769 46.05804607),17.446178236762716,44.84980178652904,57.38579463131331,friday
Borgo Valsugana,2013-11-01,9,,15.0,3.0,22.0,12.0,,POINT (11.45389 46.05184),24.0,fair,T0392,410,11.55,0.0,,,POINT (11.47747769 46.05804607),17.484407681921184,47.295629334297985,63.13238793514268,friday
Borgo Valsugana,2013-11-01,10,,18.0,5.0,26.0,14.0,,POINT (11.45389 46.05184),28.0,fair,T0392,410,12.15,0.0,,,POINT (11.47747769 46.05804607),17.774179694892823,48.69002697932529,63.09883229012957,friday
Borgo Valsugana,2013-11-01,11,,17.0,9.0,23.0,13.0,,POINT (11.45389 46.05184),26.0,fair,T0392,410,12.85,0.0,,,POINT (11.47747769 46.05804607),17.936619879257247,49.678355111505475,64.21178751022202,friday
Borgo Valsugana,2013-11-01,12,,18.0,12.0,30.0,13.0,,POINT (11.45389 46.05184),33.33333333333333,fair,T0392,410,13.8,0.0,,,POINT (11.47747769 46.05804607),18.9687063299356,51.68351940029381,73.73690787873036,friday
Borgo Valsugana,2013-11-01,13,,14.0,17.0,28.0,10.0,,POINT (11.45389 46.05184),30.666666666666664,fair,T0392,410,14.85,0.0,,,POINT (11.47747769 46.05804607),16.37486097732289,44.147241796201925,53.579332704628015,friday
Borgo Valsugana,2013-11-01,14,,15.0,19.0,25.0,8.0,,POINT (11.45389 46.05184),26.666666666666664,fair,T0392,410,15.55,0.0,,,POINT (11.47747769 46.05804607),16.91239809419171,42.68020557724345,49.54499830896303,friday
Borgo Valsugana,2013-11-01,15,,13.0,19.0,22.0,7.0,,POINT (11.45389 46.05184),22.666666666666668,fair,T0392,410,14.675,0.0,,,POINT (11.47747769 46.05804607),14.09493238105547,38.223626504858444,46.349179670707514,friday
Borgo Valsugana,2013-11-01,16,,20.0,14.0,23.0,3.0,,POINT (11.45389 46.05184),24.0,fair,T0392,410,13.875,0.0,,,POINT (11.47747769 46.05804607),14.937325351919927,40.904913969858285,51.83683240162038,friday
Borgo Valsugana,2013-11-01,17,,26.0,9.0,29.0,3.0,,POINT (11.45389 46.05184),32.0,fair,T0392,410,13.05,0.0,,,POINT (11.47747769 46.05804607),18.89363133005911,50.47699890132488,71.43918674855892,friday
Borgo Valsugana,2013-11-01,18,,29.0,6.0,38.0,4.0,,POINT (11.45389 46.05184),44.0,moderate,T0392,410,12.4,0.0,,,POINT (11.47747769 46.05804607),20.10729609594999,58.62417641057654,93.70445391026361,friday
Borgo Valsugana,2013-11-01,19,,26.0,4.0,40.0,9.0,,POINT (11.45389 46.05184),46.666666666666664,moderate,T0392,410,12.1,0.0,,,POINT (11.47747769 46.05804607),22.053695347605583,63.35407765864483,99.6208287606017,friday
Borgo Valsugana,2013-11-01,20,,25.0,6.0,46.0,21.0,,POINT (11.45389 46.05184),54.666666666666664,moderate,T0392,410,12.025,0.0,,,POINT (11.47747769 46.05804607),22.1816616820835,63.58184803430844,99.84990369304703,friday
Borgo Valsugana,2013-11-01,21,,22.0,7.0,28.0,15.0,,POINT (11.45389 46.05184),30.666666666666664,fair,T0392,410,11.475,0.0,,,POINT (11.47747769 46.05804607),20.35005446699916,58.462198044634434,93.66584645228315,friday
Borgo Valsugana,2013-11-01,22,,21.0,7.0,28.0,16.0,,POINT (11.45389 46.05184),32.0,fair,T0392,410,10.925,0.0,,,POINT (11.47747769 46.05804607),21.15484201456743,56.19334826174516,89.40566036702963,friday
Borgo Valsugana,2013-11-01,23,,16.0,9.0,25.0,15.0,,POINT (11.45389 46.05184),30.0,fair,T0392,410,10.2,0.0,,,POINT (11.47747769 46.05804607),17.251601901371952,46.84261999365787,72.04487434500952,friday
Borgo Valsugana,2013-11-02,1,,14.0,14.0,25.0,17.0,,POINT (11.45389 46.05184),34.0,fair,T0392,410,10.225,0.0,,,POINT (11.47747769 46.05804607),13.831390666379903,36.49621007907659,47.34064066069539,saturday
Borgo Valsugana,2013-11-02,2,,15.0,10.0,25.0,17.0,,POINT (11.45389 46.05184),34.0,fair,T0392,410,10.0,0.0,,,POINT (11.47747769 46.05804607),12.991803854212437,34.01036442761307,43.93086647196952,saturday
Borgo Valsugana,2013-11-02,3,,12.0,16.0,25.0,18.0,,POINT (11.45389 46.05184),36.0,fair,T0392,410,10.1,0.0,,,POINT (11.47747769 46.05804607),13.006395202400597,33.75814610979574,45.39519686199962,saturday
Borgo Valsugana,2013-11-02,4,,12.0,14.0,23.0,18.0,,POINT (11.45389 46.05184),36.0,fair,T0392,410,9.975,0.0,,,POINT (11.47747769 46.05804607),13.123948180472429,33.90698361671382,43.107395338101306,saturday
Borgo Valsugana,2013-11-02,5,,11.0,15.0,24.0,19.0,,POINT (11.45389 46.05184),38.0,fair,T0392,410,10.05,0.05,,,POINT (11.47747769 46.05804607),12.751025090014332,33.5394592598955,43.52385537766573,saturday
Borgo Valsugana,2013-11-02,6,,11.0,13.0,23.0,19.0,,POINT (11.45389 46.05184),38.0,fair,T0392,410,9.725,0.1,,,POINT (11.47747769 46.05804607),13.82324163604352,36.79892648950247,48.47281008052433,saturday
Borgo Valsugana,2013-11-02,7,,16.0,10.0,23.0,,,POINT (11.45389 46.05184),24.0,fair,T0392,410,9.674999999999999,0.05,,,POINT (11.47747769 46.05804607),15.568861138814512,42.93347570664058,60.57816630457108,saturday
Borgo Valsugana,2013-11-02,8,,21.0,6.0,24.0,,,POINT (11.45389 46.05184),25.333333333333332,fair,T0392,410,9.725,0.0,,,POINT (11.47747769 46.05804607),16.690854672903672,46.947390222022584,69.14789568109941,saturday
Borgo Valsugana,2013-11-02,9,,19.0,10.0,29.0,,,POINT (11.45389 46.05184),32.0,fair,T0392,410,10.175,0.05,,,POINT (11.47747769 46.05804607),18.803421425097774,54.56230399588112,86.48682914536457,saturday
Borgo Valsugana,2013-11-02,10,,23.0,10.0,29.0,,,POINT (11.45389 46.05184),32.0,fair,T0392,410,10.575,0.05,,,POINT (11.47747769 46.05804607),19.894577917179184,59.20947014778023,92.76445495795492,saturday
Borgo Valsugana,2013-11-02,11,,23.0,13.0,27.0,,,POINT (11.45389 46.05184),29.333333333333332,fair,T0392,410,11.25,0.0,,,POINT (11.47747769 46.05804607),19.702186047179353,58.90072003758948,96.0452672485876,saturday
Borgo Valsugana,2013-11-02,12,,22.0,18.0,27.0,,,POINT (11.45389 46.05184),29.333333333333332,fair,T0392,410,12.35,0.0,,,POINT (11.47747769 46.05804607),18.051997106622313,54.38521510523058,77.25594658625738,saturday
Borgo Valsugana,2013-11-02,13,,15.0,30.0,27.0,23.0,,POINT (11.45389 46.05184),52.0,moderate,T0392,410,13.9,0.0,,,POINT (11.47747769 46.05804607),16.610938437209118,47.25637580128323,60.770318136453945,saturday
Borgo Valsugana,2013-11-02,14,,14.0,33.0,24.0,18.0,,POINT (11.45389 46.05184),36.0,fair,T0392,410,14.15,0.0,,,POINT (11.47747769 46.05804607),17.938028885264906,50.722759978883225,69.4221726061419,saturday
Borgo Valsugana,2013-11-02,15,,9.0,43.0,20.0,14.0,,POINT (11.45389 46.05184),28.0,fair,T0392,410,14.125,0.0,,,POINT (11.47747769 46.05804607),18.045923314886657,51.13891591056195,72.41462793080265,saturday
Borgo Valsugana,2013-11-02,16,,27.0,28.0,24.0,20.0,,POINT (11.45389 46.05184),40.0,fair,T0392,410,14.375,0.0,,,POINT (11.47747769 46.05804607),20.02713334578064,55.204371277246466,78.20075803499132,saturday
Borgo Valsugana,2013-11-02,17,,35.0,12.0,32.0,29.0,,POINT (11.45389 46.05184),63.2,poor,T0392,410,11.95,0.0,,,POINT (11.47747769 46.05804607),22.021066769073343,62.23693182001431,99.49812819976006,saturday
Borgo Valsugana,2013-11-02,18,,38.0,5.0,39.0,37.0,,POINT (11.45389 46.05184),69.6,poor,T0392,410,10.375,0.0,,,POINT (11.47747769 46.05804607),25.18291500420635,73.71578454406773,121.1043305372579,saturday
Borgo Valsugana,2013-11-02,19,,32.0,6.0,42.0,38.0,,POINT (11.45389 46.05184),70.4,poor,T0392,410,10.975,0.0,,,POINT (11.47747769 46.05804607),24.992794838465482,74.51774576838206,122.13437394332826,saturday
Borgo Valsugana,2013-11-02,20,,29.0,5.0,33.0,29.0,,POINT (11.45389 46.05184),63.2,poor,T0392,410,11.325,0.0,,,POINT (11.47747769 46.05804607),24.609751227745328,71.02630334350619,113.99283921757015,saturday
Borgo Valsugana,2013-11-02,21,,28.0,4.0,38.0,34.0,,POINT (11.45389 46.05184),67.2,poor,T0392,410,11.125,0.0,,,POINT (11.47747769 46.05804607),22.76242085611599,63.69058756286883,101.48898252615292,saturday
Borgo Valsugana,2013-11-02,22,,29.0,4.0,39.0,34.0,,POINT (11.45389 46.05184),67.2,poor,T0392,410,11.25,0.0,,,POINT (11.47747769 46.05804607),19.40421740431966,55.32488562221883,90.66362489336758,saturday
Borgo Valsugana,2013-11-02,23,,30.0,5.0,42.0,37.0,,POINT (11.45389 46.05184),69.6,poor,T0392,410,10.95,0.0,,,POINT (11.47747769 46.05804607),18.703815565089336,50.87679900368821,82.9405958467577,saturday
Borgo Valsugana,2013-11-03,1,,23.0,7.0,39.0,34.0,,POINT (11.45389 46.05184),67.2,poor,T0392,410,10.75,0.0,,,POINT (11.47747769 46.05804607),15.158273426331348,39.29224497340716,52.38596350952058,sunday
Borgo Valsugana,2013-11-03,2,,19.0,8.0,38.0,33.0,,POINT (11.45389 46.05184),66.4,poor,T0392,410,10.55,0.0,,,POINT (11.47747769 46.05804607),14.102167531329087,35.848514656339475,46.85959287873256,sunday
Borgo Valsugana,2013-11-03,3,,19.0,8.0,38.0,32.0,,POINT (11.45389 46.05184),65.6,poor,T0392,410,10.55,0.0,,,POINT (11.47747769 46.05804607),15.441557176717136,37.51957613258616,47.30005566758388,sunday
Borgo Valsugana,2013-11-03,4,,16.0,10.0,37.0,30.0,,POINT (11.45389 46.05184),64.0,poor,T0392,410,10.525,0.0,,,POINT (11.47747769 46.05804607),13.538583691376946,34.74765843981542,46.656724493000894,sunday
Borgo Valsugana,2013-11-03,5,,11.0,16.0,36.0,28.0,,POINT (11.45389 46.05184),62.4,poor,T0392,410,10.675,0.45,,,POINT (11.47747769 46.05804607),14.633093410736965,35.97922610801892,45.61322754020433,sunday
Borgo Valsugana,2013-11-03,6,,10.0,16.0,36.0,27.0,,POINT (11.45389 46.05184),61.6,poor,T0392,410,10.4,0.4,,,POINT (11.47747769 46.05804607),14.175269354605346,36.172763712126525,47.349611010914856,sunday
Borgo Valsugana,2013-11-03,7,,11.0,19.0,32.0,23.0,,POINT (11.45389 46.05184),52.0,moderate,T0392,410,10.55,0.30000000000000004,,,POINT (11.47747769 46.05804607),15.840972759275497,41.37240954651134,55.62300750339385,sunday
Borgo Valsugana,2013-11-03,8,,10.0,25.0,24.0,17.0,,POINT (11.45389 46.05184),34.0,fair,T0392,410,10.674999999999999,1.35,,,POINT (11.47747769 46.05804607),17.710333636544625,46.16341180940445,63.00549869837253,sunday
Borgo Valsugana,2013-11-03,9,,15.0,19.0,24.0,16.0,,POINT (11.45389 46.05184),32.0,fair,T0392,410,10.8,0.15000000000000002,,,POINT (11.47747769 46.05804607),16.192534882409618,47.26183323788156,72.89685583913858,sunday
Borgo Valsugana,2013-11-03,10,,17.0,21.0,20.0,15.0,,POINT (11.45389 46.05184),30.0,fair,T0392,410,11.174999999999999,0.0,,,POINT (11.47747769 46.05804607),18.999997561016855,54.64566761933237,86.6461597144114,sunday
Borgo Valsugana,2013-11-03,11,,22.0,17.0,21.0,15.0,,POINT (11.45389 46.05184),30.0,fair,T0392,410,11.275,0.0,,,POINT (11.47747769 46.05804607),17.755469795636564,54.60900971105665,91.91793504998587,sunday
Borgo Valsugana,2013-11-03,12,,21.0,18.0,21.0,8.0,,POINT (11.45389 46.05184),21.333333333333332,fair,T0392,410,11.4,0.25,,,POINT (11.47747769 46.05804607),20.32269491782457,59.91267425902105,97.80242409870225,sunday
Borgo Valsugana,2013-11-03,13,,20.0,20.0,20.0,4.0,,POINT (11.45389 46.05184),20.0,good,T0392,410,11.925,0.0,,,POINT (11.47747769 46.05804607),17.043585387078124,49.40567876331399,73.07710729004431,sunday
Borgo Valsugana,2013-11-03,14,,14.0,25.0,16.0,5.0,,POINT (11.45389 46.05184),16.0,good,T0392,410,12.675,0.0,,,POINT (11.47747769 46.05804607),17.16434249519477,46.99731327139474,67.61502446737198,sunday
Borgo Valsugana,2013-11-03,15,,14.0,28.0,13.0,6.0,,POINT (11.45389 46.05184),13.0,good,T0392,410,13.175,0.0,,,POINT (11.47747769 46.05804607),15.246508719795525,44.83167197509261,60.421431979894294,sunday
Borgo Valsugana,2013-11-03,16,,16.0,27.0,13.0,6.0,,POINT (11.45389 46.05184),13.0,good,T0392,410,12.8,0.0,,,POINT (11.47747769 46.05804607),16.536602127283427,48.57404635082293,68.70145013472823,sunday
Borgo Valsugana,2013-11-03,17,,20.0,25.0,15.0,6.0,,POINT (11.45389 46.05184),15.0,good,T0392,410,12.325,0.0,,,POINT (11.47747769 46.05804607),17.40771318159831,52.17055788613744,84.01153509229916,sunday
Borgo Valsugana,2013-11-03,18,,31.0,11.0,17.0,10.0,,POINT (11.45389 46.05184),20.0,good,T0392,410,11.675,0.0,,,POINT (11.47747769 46.05804607),20.67258495742449,63.13981666462206,105.6769347581822,sunday
Borgo Valsugana,2013-11-03,19,,27.0,9.0,24.0,13.0,,POINT (11.45389 46.05184),26.0,fair,T0392,410,11.075,0.0,,,POINT (11.47747769 46.05804607),22.951835873865278,68.3729547561602,113.40332019267395,sunday
Borgo Valsugana,2013-11-03,20,,31.0,6.0,22.0,13.0,,POINT (11.45389 46.05184),26.0,fair,T0392,410,10.15,0.0,,,POINT (11.47747769 46.05804607),23.742988783796967,68.39781958089894,109.89125688295553,sunday
Borgo Valsugana,2013-11-03,21,,21.0,12.0,14.0,7.0,,POINT (11.45389 46.05184),14.0,good,T0392,410,8.725,0.0,,,POINT (11.47747769 46.05804607),20.130506671973464,58.47793168927993,95.34426246752803,sunday
Borgo Valsugana,2013-11-03,22,,24.0,8.0,14.0,8.0,,POINT (11.45389 46.05184),16.0,good,T0392,410,7.4,0.0,,,POINT (11.47747769 46.05804607),19.708029077875082,54.39640380445861,90.14939693528642,sunday
Borgo Valsugana,2013-11-03,23,,21.0,4.0,10.0,6.0,,POINT (11.45389 46.05184),12.0,good,T0392,410,7.075,0.0,,,POINT (11.47747769 46.05804607),17.52928823197509,46.889449780571326,67.32271203586949,sunday
Borgo Valsugana,2013-11-04,1,,16.0,5.0,7.0,4.0,,POINT (11.45389 46.05184),8.0,good,T0392,410,6.475,0.0,,,POINT (11.47747769 46.05804607),13.624436659974311,35.37782950965246,46.87541688320584,monday
Borgo Valsugana,2013-11-04,2,,16.0,6.0,8.0,4.0,,POINT (11.45389 46.05184),8.0,good,T0392,410,5.875,0.0,,,POINT (11.47747769 46.05804607),13.851910238363422,34.94516409743036,45.40986864167426,monday
Borgo Valsugana,2013-11-04,3,,13.0,7.0,7.0,4.0,,POINT (11.45389 46.05184),8.0,good,T0392,410,5.375,0.0,,,POINT (11.47747769 46.05804607),14.53665164204207,35.68498084860407,45.26401827402296,monday
Borgo Valsugana,2013-11-04,4,,12.0,9.0,6.0,3.0,,POINT (11.45389 46.05184),6.0,good,T0392,410,5.575,0.0,,,POINT (11.47747769 46.05804607),13.977814008961538,34.84455252681745,44.50189047750521,monday
Borgo Valsugana,2013-11-04,5,,14.0,7.0,6.0,3.0,,POINT (11.45389 46.05184),7.0,good,T0392,410,5.775,0.0,,,POINT (11.47747769 46.05804607),14.508353381470574,36.289753605250766,48.58569282379073,monday
Borgo Valsugana,2013-11-04,6,,20.0,3.0,6.0,3.0,,POINT (11.45389 46.05184),10.0,good,T0392,410,5.85,0.0,,,POINT (11.47747769 46.05804607),21.256057658453724,49.362249717209544,65.18063348828956,monday
Borgo Valsugana,2013-11-04,7,,24.0,2.0,7.0,4.0,,POINT (11.45389 46.05184),12.0,good,T0392,410,6.1,0.0,,,POINT (11.47747769 46.05804607),36.518907249751614,80.95699038396741,120.59010991902899,monday
Borgo Valsugana,2013-11-04,8,,34.0,2.0,9.0,5.0,,POINT (11.45389 46.05184),17.0,good,T0392,410,6.3,0.0,,,POINT (11.47747769 46.05804607),46.760095494878826,101.38939999153283,156.74159580972903,monday
Borgo Valsugana,2013-11-04,9,,30.0,3.0,9.0,2.0,,POINT (11.45389 46.05184),15.0,good,T0392,410,7.15,0.0,,,POINT (11.47747769 46.05804607),53.387506545969394,115.94561045888256,185.6321748336986,monday
Borgo Valsugana,2013-11-04,10,,29.0,4.0,10.0,2.0,,POINT (11.45389 46.05184),14.5,good,T0392,410,8.325,0.0,,,POINT (11.47747769 46.05804607),52.93170912455456,115.2442806233909,181.0572204499712,monday
Borgo Valsugana,2013-11-04,11,,25.0,12.0,8.0,1.0,,POINT (11.45389 46.05184),12.5,good,T0392,410,9.425,0.0,,,POINT (11.47747769 46.05804607),52.44781145378478,113.3211892310093,174.02135141593203,monday
Borgo Valsugana,2013-11-04,12,,22.0,19.0,7.0,1.0,,POINT (11.45389 46.05184),11.0,good,T0392,410,10.075,0.0,,,POINT (11.47747769 46.05804607),53.16619017021045,116.8649754257642,184.94737099304524,monday
Borgo Valsugana,2013-11-04,13,,31.0,11.0,13.0,2.0,,POINT (11.45389 46.05184),15.5,good,T0392,410,8.925,0.1,,,POINT (11.47747769 46.05804607),50.868171046173785,110.16992644886015,166.636361260192,monday
Borgo Valsugana,2013-11-04,14,,33.0,7.0,15.0,6.0,,POINT (11.45389 46.05184),16.5,good,T0392,410,8.425,0.0,,,POINT (11.47747769 46.05804607),51.21480061238303,109.9019867659337,174.66690343177575,monday
Borgo Valsugana,2013-11-04,15,,34.0,8.0,17.0,8.0,,POINT (11.45389 46.05184),17.0,good,T0392,410,8.675,0.05,,,POINT (11.47747769 46.05804607),52.093518441374215,114.45568230712026,190.1113567346551,monday
Borgo Valsugana,2013-11-04,16,,31.0,9.0,15.0,7.0,,POINT (11.45389 46.05184),15.5,good,T0392,410,8.325,0.1,,,POINT (11.47747769 46.05804607),51.17365965721937,115.00551090428888,182.07104552085752,monday
Borgo Valsugana,2013-11-04,17,,34.0,5.0,19.0,11.0,,POINT (11.45389 46.05184),22.0,fair,T0392,410,8.15,0.15000000000000002,,,POINT (11.47747769 46.05804607),49.83467182114567,115.73002786111226,181.30439690104652,monday
Borgo Valsugana,2013-11-04,18,,38.0,3.0,28.0,20.0,,POINT (11.45389 46.05184),40.0,fair,T0392,410,8.075,0.05,,,POINT (11.47747769 46.05804607),48.69746889589496,118.28032278848556,187.83840491128964,monday
Borgo Valsugana,2013-11-04,19,,36.0,4.0,30.0,24.0,,POINT (11.45389 46.05184),56.0,moderate,T0392,410,8.325,0.1,,,POINT (11.47747769 46.05804607),47.6021885607413,115.80775179436523,183.99880443312367,monday
Borgo Valsugana,2013-11-04,20,,30.0,4.0,30.0,22.0,,POINT (11.45389 46.05184),48.0,moderate,T0392,410,8.4,0.05,,,POINT (11.47747769 46.05804607),39.35213862406236,98.77952558043842,161.3568924616979,monday
Borgo Valsugana,2013-11-04,21,,32.0,3.0,29.0,18.0,,POINT (11.45389 46.05184),36.0,fair,T0392,410,8.45,0.0,,,POINT (11.47747769 46.05804607),32.123527843976376,83.78956857426675,141.00117110474474,monday
Borgo Valsugana,2013-11-04,22,,31.0,3.0,27.0,19.0,,POINT (11.45389 46.05184),38.0,fair,T0392,410,8.5,0.05,,,POINT (11.47747769 46.05804607),24.94751167730601,69.07354836501722,122.57021568420492,monday
Borgo Valsugana,2013-11-04,23,,30.0,4.0,26.0,19.0,,POINT (11.45389 46.05184),38.0,fair,T0392,410,8.475,0.0,,,POINT (11.47747769 46.05804607),20.7340935435987,56.45007688865235,98.08911339658107,monday
Borgo Valsugana,2013-11-05,1,,26.0,3.0,21.0,14.0,,POINT (11.45389 46.05184),28.0,fair,T0392,410,8.649999999999999,0.0,,,POINT (11.47747769 46.05804607),16.93872857626823,44.6882084501859,75.08452841057779,tuesday
Borgo Valsugana,2013-11-05,2,,29.0,2.0,21.0,14.0,,POINT (11.45389 46.05184),28.0,fair,T0392,410,8.75,0.0,,,POINT (11.47747769 46.05804607),15.697567745286104,41.91820391443538,70.12980995176828,tuesday
Borgo Valsugana,2013-11-05,3,,30.0,2.0,18.0,13.0,,POINT (11.45389 46.05184),26.0,fair,T0392,410,8.725,0.0,,,POINT (11.47747769 46.05804607),15.881299367971634,41.85358879097994,68.94366907058505,tuesday
Borgo Valsugana,2013-11-05,4,,29.0,2.0,14.0,9.0,,POINT (11.45389 46.05184),18.0,good,T0392,410,8.850000000000001,0.0,,,POINT (11.47747769 46.05804607),16.504795164681205,43.05112640647301,70.37067632363284,tuesday
Borgo Valsugana,2013-11-05,5,,28.0,3.0,12.0,8.0,,POINT (11.45389 46.05184),16.0,good,T0392,410,8.75,0.0,,,POINT (11.47747769 46.05804607),14.439961192370124,39.752572215597276,67.09493075210365,tuesday
Borgo Valsugana,2013-11-05,6,,26.0,4.0,12.0,8.0,,POINT (11.45389 46.05184),16.0,good,T0392,410,8.35,0.0,,,POINT (11.47747769 46.05804607),23.065351008132108,55.388617786551826,87.13333618160335,tuesday
Borgo Valsugana,2013-11-05,7,,28.0,3.0,12.0,10.0,,POINT (11.45389 46.05184),20.0,good,T0392,410,7.975,0.0,,,POINT (11.47747769 46.05804607),37.27424162162981,83.55957721260472,125.92197096504133,tuesday
Borgo Valsugana,2013-11-05,8,,31.0,3.0,14.0,11.0,,POINT (11.45389 46.05184),22.0,fair,T0392,410,7.825,0.0,,,POINT (11.47747769 46.05804607),48.67090637478573,105.62836051272976,153.03736804025226,tuesday
Borgo Valsugana,2013-11-05,9,,30.0,6.0,14.0,10.0,,POINT (11.45389 46.05184),20.0,good,T0392,410,8.225,0.0,,,POINT (11.47747769 46.05804607),51.68196550620721,114.94709853898777,166.7234047539284,tuesday
Borgo Valsugana,2013-11-05,10,,23.0,10.0,11.0,8.0,,POINT (11.45389 46.05184),16.0,good,T0392,410,10.05,0.0,,,POINT (11.47747769 46.05804607),47.032898316870934,105.58252879455364,153.44467623067456,tuesday
Borgo Valsugana,2013-11-05,11,,17.0,16.0,7.0,5.0,,POINT (11.45389 46.05184),10.0,good,T0392,410,11.975,0.0,,,POINT (11.47747769 46.05804607),47.44001725547044,103.45272612286027,149.1133316802274,tuesday
Borgo Valsugana,2013-11-05,12,,12.0,24.0,5.0,2.0,,POINT (11.45389 46.05184),6.0,good,T0392,410,14.025,0.0,,,POINT (11.47747769 46.05804607),49.39989736052209,104.4906884618742,144.12875137334015,tuesday
Borgo Valsugana,2013-11-05,13,,2.0,23.0,6.0,4.0,,POINT (11.45389 46.05184),8.0,good,T0392,410,14.149999999999999,0.0,,,POINT (11.47747769 46.05804607),45.4602902696586,95.87882471701833,131.60331786583436,tuesday
Borgo Valsugana,2013-11-05,14,,18.0,25.0,6.0,4.0,,POINT (11.45389 46.05184),9.0,good,T0392,410,13.6,0.0,,,POINT (11.47747769 46.05804607),45.92318743877934,95.25457985720492,131.31940505409426,tuesday
Borgo Valsugana,2013-11-05,15,,16.0,22.0,6.0,3.0,,POINT (11.45389 46.05184),8.0,good,T0392,410,14.0,0.0,,,POINT (11.47747769 46.05804607),46.88944433310708,101.55240582175131,145.43359857667662,tuesday
Borgo Valsugana,2013-11-05,16,,20.0,18.0,7.0,4.0,,POINT (11.45389 46.05184),10.0,good,T0392,410,13.425,0.0,,,POINT (11.47747769 46.05804607),50.85517480025514,111.22505844684127,162.63632697716503,tuesday
Borgo Valsugana,2013-11-05,17,,30.0,10.0,12.0,9.0,,POINT (11.45389 46.05184),18.0,good,T0392,410,10.35,0.0,,,POINT (11.47747769 46.05804607),52.80905385434712,117.57534021756354,180.59649899588456,tuesday
Borgo Valsugana,2013-11-05,18,,46.0,6.0,41.0,24.0,,POINT (11.45389 46.05184),56.0,moderate,T0392,410,8.75,0.0,,,POINT (11.47747769 46.05804607),52.912753019132616,124.61047685951928,194.7725875788596,tuesday
Borgo Valsugana,2013-11-05,19,,42.0,2.0,25.0,14.0,,POINT (11.45389 46.05184),28.0,fair,T0392,410,7.85,0.0,,,POINT (11.47747769 46.05804607),49.386156116207324,120.31259028006653,190.71279422285622,tuesday
Borgo Valsugana,2013-11-05,20,,36.0,3.0,34.0,26.0,,POINT (11.45389 46.05184),60.8,poor,T0392,410,7.175,0.0,,,POINT (11.47747769 46.05804607),44.24995887718296,106.75749520082871,169.52241988949626,tuesday
Borgo Valsugana,2013-11-05,21,,29.0,3.0,34.0,24.0,,POINT (11.45389 46.05184),56.0,moderate,T0392,410,7.025,0.0,,,POINT (11.47747769 46.05804607),38.17617787022293,92.28364765877565,149.67909536043712,tuesday
Borgo Valsugana,2013-11-05,22,,25.0,3.0,31.0,19.0,,POINT (11.45389 46.05184),38.0,fair,T0392,410,6.45,0.0,,,POINT (11.47747769 46.05804607),28.346716250702077,73.05146757656983,125.85314340519822,tuesday
Borgo Valsugana,2013-11-05,23,,23.0,2.0,28.0,23.0,,POINT (11.45389 46.05184),52.0,moderate,T0392,410,6.825,0.0,,,POINT (11.47747769 46.05804607),21.652581843734296,58.29729959977928,102.476525284946,tuesday
Borgo Valsugana,2013-11-06,1,,16.0,2.0,25.0,18.0,,POINT (11.45389 46.05184),36.0,fair,T0392,410,6.525,0.0,,,POINT (11.47747769 46.05804607),15.870018465260031,42.86213889894529,71.54064529184316,wednesday
Borgo Valsugana,2013-11-06,2,,17.0,2.0,22.0,15.0,,POINT (11.45389 46.05184),30.0,fair,T0392,410,6.575,0.0,,,POINT (11.47747769 46.05804607),16.033583995605635,42.98522123658982,73.64389376157122,wednesday
