station_Borgo Valsugana,station_Monte Gaza,station_Parco S. Chiara,station_Piana Rotaliana,station_Riva del Garda,station_Rovereto,station_Via Bolzano,elevation,day,cos_week_day,sin_week_day,cos_hour,sin_hour,temperature,precipitation,O3_1,O3_2,O3_3,O3_diff_1,O3_diff_2,PM10_1,NO2_1,power_area_50_1,power_area_50_2,target
0,0,1,0,0,0,0,312,33,0.6234898018587336,0.7818314824680297,-1.8369701987210297e-16,-1.0,5.525,0.0,4.0,6.0,12.0,-2.0,-8.0,34.0,100.0,168.93609736645288,160.7748734764161,5.0
0,0,1,0,0,0,0,312,33,0.6234898018587336,0.7818314824680297,0.2588190451025203,-0.9659258262890684,5.025,0.0,5.0,4.0,6.0,1.0,-1.0,41.0,104.0,172.77234283415507,168.93609736645288,6.0
0,0,1,0,0,0,0,312,33,0.6234898018587336,0.7818314824680297,0.5,-0.8660254037844386,4.225,0.0,6.0,5.0,4.0,1.0,2.0,51.0,106.0,170.3976094969786,172.77234283415507,6.0
0,0,1,0,0,0,0,312,33,0.6234898018587336,0.7818314824680297,0.7071067811865475,-0.7071067811865477,3.425,0.0,6.0,6.0,5.0,0.0,1.0,56.0,110.0,159.20951272041478,170.3976094969786,6.0
0,0,1,0,0,0,0,312,33,0.6234898018587336,0.7818314824680297,0.8660254037844384,-0.5000000000000004,3.125,0.0,6.0,6.0,6.0,0.0,0.0,54.0,94.0,143.8343211644963,159.20951272041478,6.0
0,0,1,0,0,0,0,312,33,0.6234898018587336,0.7818314824680297,0.9659258262890681,-0.2588190451025215,2.8,0.0,6.0,6.0,6.0,0.0,0.0,50.0,78.0,128.06336627886827,143.8343211644963,5.0
0,0,1,0,0,0,0,312,34,-0.22252093395631434,0.9749279121818236,0.9659258262890683,0.25881904510252074,2.625,0.0,5.0,6.0,6.0,-1.0,-1.0,49.0,78.0,112.20322848498044,128.06336627886827,4.0
0,0,1,0,0,0,0,312,34,-0.22252093395631434,0.9749279121818236,0.8660254037844387,0.49999999999999994,2.05,0.0,4.0,5.0,6.0,-1.0,-2.0,37.0,67.0,85.1778309839143,112.20322848498044,4.0
0,0,1,0,0,0,0,312,34,-0.22252093395631434,0.9749279121818236,0.7071067811865476,0.7071067811865475,1.5750000000000002,0.0,4.0,4.0,5.0,0.0,-1.0,32.0,59.0,79.96350367794423,85.1778309839143,4.0
0,0,1,0,0,0,0,312,34,-0.22252093395631434,0.9749279121818236,0.5000000000000001,0.8660254037844386,1.45,0.0,4.0,4.0,4.0,0.0,0.0,28.0,56.0,78.66952839884735,79.96350367794423,3.0
0,0,1,0,0,0,0,312,34,-0.22252093395631434,0.9749279121818236,0.25881904510252074,0.9659258262890683,1.175,0.0,3.0,4.0,4.0,-1.0,-1.0,23.0,54.0,77.34487845397955,78.66952839884735,3.0
0,0,1,0,0,0,0,312,34,-0.22252093395631434,0.9749279121818236,6.123233995736766e-17,1.0,1.125,0.0,3.0,3.0,4.0,0.0,-1.0,20.0,54.0,79.97383051574022,77.34487845397955,3.0
0,0,1,0,0,0,0,312,34,-0.22252093395631434,0.9749279121818236,-0.25881904510252063,0.9659258262890683,0.8,0.0,3.0,3.0,3.0,0.0,0.0,18.0,54.0,89.0040546812173,79.97383051574022,3.0
0,0,1,0,0,0,0,312,34,-0.22252093395631434,0.9749279121818236,-0.4999999999999998,0.8660254037844388,0.5,0.0,3.0,3.0,3.0,0.0,0.0,17.0,57.0,112.32473349834076,89.0040546812173,3.0
0,0,1,0,0,0,0,312,34,-0.22252093395631434,0.9749279121818236,-0.7071067811865475,0.7071067811865476,0.5,0.0,3.0,3.0,3.0,0.0,0.0,22.0,75.0,144.81472883239198,112.32473349834076,4.0
0,0,1,0,0,0,0,312,34,-0.22252093395631434,0.9749279121818236,-0.8660254037844387,0.49999999999999994,0.3,0.0,4.0,3.0,3.0,1.0,1.0,35.0,87.0,167.85525758811858,144.81472883239198,8.0
